"Group.1" "Group.2" "V1" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()"
5 2 5 0.277326832407407 -0.0172587759111111 -0.106162429777778 -0.985897027222222 -0.939580437222222 -0.953785731851852 0.930286471296296 -0.239322797388889 -0.0846398792066667 -0.990338722777778 -0.97669521037037 -0.964602397222222 0.0757460005555556 0.0125470076646296 -0.00296510690481481 -0.983761901296296 -0.963674550925926 -0.98236 -0.0282277633796296 -0.0749053541425926 0.0860561644074074 -0.945716837407407 -0.96352147 -0.948800673703704 -0.102594959666667 -0.0426837216518519 -0.0512135765925926 -0.970648183148148 -0.985588224814815 -0.977952666851852 -0.959925551481482 -0.956591431296296 -0.959925551481482 -0.956591431296296 -0.978693002407407 -0.975542826296296 -0.945110957407407 -0.924315482962963 -0.981629681851852 -0.979151041111111 -0.983850777592593 -0.94723511037037 -0.964112275925926 -0.986935040925926 -0.938976594444444 -0.951508417407407 -0.983676363148148 -0.964407955555556 -0.979184531666667 -0.985382850185185 -0.965498251666667 -0.984241969814815 -0.946885408148148 -0.970469086851852 -0.953482866851852 -0.946576422592593 -0.960232609074074 -0.952228467592593 -0.962457247962963 -0.959538371296296 -0.974478320555556 -0.975850952037037 -0.948956657407407 -0.923396538148148
6 2 5 0.278870535 -0.0176955036922917 -0.115726172229167 -0.992921769583333 -0.957749782708333 -0.965677297291667 0.933667201666667 -0.231079417708333 0.0920989193958333 -0.993519174791667 -0.979091801875 -0.97025029625 0.0749227017916667 0.00920505461604167 -0.006993952645 -0.989725214166667 -0.976700885833333 -0.987445073125 -0.031224332128125 -0.07455252023125 0.077611419125 -0.963439285416667 -0.983802841875 -0.974580904791667 -0.0973856123541667 -0.0410888008791667 -0.0500332367708333 -0.98038436625 -0.991189746875 -0.987248974583333 -0.975163590833333 -0.966017242083333 -0.975163590833333 -0.966017242083333 -0.986782696458333 -0.984493075625 -0.967915807708333 -0.949016626041667 -0.989158280416667 -0.986635141041667 -0.991396763541667 -0.963164668541667 -0.973668956458333 -0.993692026875 -0.957144883541667 -0.963490846875 -0.989895608333333 -0.97699320625 -0.985266750625 -0.990461719166667 -0.978154873958333 -0.988221080208333 -0.962237619791667 -0.984976321458333 -0.974867967291667 -0.964243969583333 -0.983218606041667 -0.976827237916667 -0.972350038333333 -0.967324825833333 -0.984451271875 -0.983540770208333 -0.96500045625 -0.948224151041667
1 3 1 0.271571738965517 -0.0215002390546552 -0.112824776465517 -0.339336328937931 -0.0694690002827586 -0.252512099258621 0.930747863448276 -0.172689332706897 -0.0665409073913793 -0.977213836034483 -0.967876959655172 -0.956655367931034 0.077882594072069 0.0383260047275862 -0.00216087211724138 -0.291958032675862 -0.147087906332759 -0.479129311448276 -0.00483344407137931 -0.0837171922287931 0.0769862179137931 -0.506347738448276 -0.359573785468966 -0.335191632793103 -0.109844529706724 -0.0377473612965517 -0.061008298447069 -0.40441087487931 -0.544013830844828 -0.44826091137931 -0.191149439855172 -0.349936077982759 -0.191149439855172 -0.349936077982759 -0.266799705424138 -0.237789598467241 -0.303127640224138 -0.411336772255172 -0.488602273155172 -0.522280664758621 -0.321014852458621 -0.0859361933103448 -0.337287815048276 -0.348194394896552 -0.121230134424138 -0.266885394074138 -0.327608299308621 -0.205141847348276 -0.453770084701724 -0.318551589024138 -0.142028521198276 -0.503307044948276 -0.384219148206897 -0.405898012846552 -0.310817781927586 -0.547109057758621 -0.340402803172414 -0.406208650413793 -0.283957933224138 -0.493650465344828 -0.237830624137931 -0.244357093046552 -0.432969267689655 -0.501108151343103
2 3 1 0.276464374915254 -0.0176541167371186 -0.10953658179661 -0.379508856508475 -0.0195478181728814 -0.335193384627119 0.927436423050848 -0.24340803 -0.0449539258983051 -0.976828660847458 -0.963889618644068 -0.958129594745763 0.0663190376152542 -0.00163145268644068 0.000746991152542371 -0.276624254621356 -0.132224076511746 -0.558999132186441 -0.0587270113079661 -0.0616512597638983 0.087474932479661 -0.469101181864407 -0.395976790609322 -0.416095703627119 -0.0870360300322034 -0.0631105090915254 -0.0452490525118644 -0.367748093559322 -0.54844531340678 -0.502993547118644 -0.223513390728814 -0.370348847 -0.223513390728814 -0.370348847 -0.285328894952542 -0.225404424879661 -0.316455232374576 -0.407940704627119 -0.488278118033898 -0.530454409084746 -0.336335768983051 -0.0419576623661017 -0.416104325542373 -0.398873106694915 -0.0715196023198305 -0.344813108505254 -0.315623587176271 -0.192997766447458 -0.529655335372881 -0.301876762508475 -0.124456367713559 -0.587358776847458 -0.365311148033898 -0.427083223642373 -0.37796308961017 -0.504592485254237 -0.384414709477966 -0.48479280440678 -0.316478626374576 -0.502197215762712 -0.24027289219322 -0.212806208159322 -0.430791116898305 -0.497587794779661
3 3 1 0.274333425714286 -0.0173817815871633 -0.109118952204082 -0.299106386465306 -0.0777784164693878 -0.229698419422449 0.932737440204082 -0.22218707755102 -0.0457781460408163 -0.979108503265306 -0.966942413877551 -0.947429446734694 0.088666588755102 0.0272815451877551 -0.0220061337673469 -0.255840167763265 -0.125900250636735 -0.400175681410204 -0.044440979122449 -0.0680631762959184 0.0814420415789796 -0.451935943026531 -0.340435463653061 -0.323503730897959 -0.0830328167857143 -0.0463703803628571 -0.0396157118571429 -0.369147426938776 -0.463733577265306 -0.438875309 -0.163318751755102 -0.317767483 -0.163318751755102 -0.317767483 -0.217140772602041 -0.195246462155102 -0.268138722738776 -0.336092366040816 -0.42880959144898 -0.424150195102041 -0.301207227328571 -0.0891474554897959 -0.2854107017 -0.299572979653061 -0.131460535835714 -0.260580885328571 -0.308443889371429 -0.191846451244898 -0.387018519285714 -0.268500200002041 -0.112483046926531 -0.413339264204082 -0.328455637040816 -0.382127707122449 -0.294262308897959 -0.492754520285714 -0.322162737255102 -0.396810991428571 -0.24390855205102 -0.470689894693878 -0.198916846673469 -0.197909812795918 -0.364086228253061 -0.433339376165306
4 3 1 0.278144595961538 -0.0158809162869231 -0.104879182903846 -0.277440518423077 -0.0514214162980769 -0.363340160673077 0.928096329038462 -0.200620354980769 -0.0284179795307692 -0.978444293461538 -0.965084214423077 -0.960292782115385 0.0943021305230769 0.0197385222961538 0.000556858549423077 -0.209047836207692 -0.143702626332692 -0.57958262 -0.0161777861519231 -0.0705586148382692 0.0867489197846154 -0.517982884423077 -0.344480302961538 -0.374601443192308 -0.101195983023077 -0.0324395574 -0.0315799975576923 -0.411412218846154 -0.596862620384615 -0.508883819230769 -0.175397796436538 -0.302826060107692 -0.175397796436538 -0.302826060107692 -0.260680372980769 -0.198782143596154 -0.297939076923077 -0.457021623269231 -0.520268411730769 -0.591987658846154 -0.257589980076923 -0.0748122045807692 -0.438924284692308 -0.286503514538462 -0.100725254877115 -0.3733725615 -0.259687468634615 -0.195030268192308 -0.550239345961538 -0.227686729778846 -0.147871835787308 -0.607839682307692 -0.405897612692308 -0.429472934807692 -0.34686483425 -0.555235223653846 -0.304390964615385 -0.442540250384615 -0.242738390252885 -0.447981433269231 -0.206240009607692 -0.196789810026923 -0.482987719423077 -0.534134815
5 3 1 0.272285593442623 -0.0146292858738197 -0.104477253770492 -0.317795350606557 -0.0413304885163934 -0.27644918765082 0.934477449344262 -0.222687783278689 -0.0297294127491803 -0.975460841803279 -0.968204652786885 -0.955387867704918 0.0959371561295082 0.00212901560819672 0.0145790120365574 -0.260843569721311 -0.122346890515574 -0.434402322 -0.0275002432172131 -0.0683814904131148 0.082127673795082 -0.492915330898361 -0.385834494272131 -0.342333048918033 -0.0988654570081967 -0.0589217051803279 -0.074260683395082 -0.362184351491803 -0.500270046321311 -0.384289745006557 -0.175199553327869 -0.350776461737705 -0.175199553327869 -0.350776461737705 -0.233869549737705 -0.203712491739344 -0.308056228196721 -0.403452893196721 -0.444343966409836 -0.470420199722951 -0.281294048606557 -0.0450791714688525 -0.306630586459016 -0.333969342295082 -0.101542719886885 -0.320165287262295 -0.302807550455738 -0.17578775257377 -0.406551729491803 -0.283604139918033 -0.123081325083607 -0.460816855257377 -0.351866884006557 -0.408829145981967 -0.286981706818033 -0.53894758 -0.379216953262295 -0.424681135245902 -0.282314780170492 -0.496050361639344 -0.202164004163934 -0.211229447967213 -0.405278921393443 -0.51032017257377
6 3 1 0.269923508548387 -0.0214791901941935 -0.109327029387097 -0.299810086483871 -0.0365600496483871 -0.256341621677419 0.933189015806452 -0.195051575741935 -0.0816107047064516 -0.978302986774194 -0.964000168225806 -0.94904492483871 0.0667919411290323 -0.0199279936177419 0.0369866237308065 -0.287694609693548 -0.118686653095161 -0.47929035333871 -0.0294940253214516 -0.0648738793096774 0.0741627960467742 -0.509465997903226 -0.394398761532258 -0.350366271393548 -0.0904439123370968 -0.0552323706596774 -0.036999918456129 -0.399756889822581 -0.554893196101613 -0.465297238306452 -0.158118975308065 -0.323315366693548 -0.158118975308065 -0.323315366693548 -0.251825656790323 -0.233641654067742 -0.31247572683871 -0.41455587216129 -0.49558176616129 -0.519326706646774 -0.300305878612903 -0.0548756373709677 -0.323721457622581 -0.300439135677419 -0.0897136484064516 -0.279105783772581 -0.327740650701613 -0.185699293658065 -0.44484815014 -0.309931267366129 -0.106421721383871 -0.512436319596774 -0.395698699848387 -0.429427122112903 -0.343022482032258 -0.547053967741935 -0.381306600935484 -0.414743182935484 -0.266170743572581 -0.464026892096774 -0.240136570048387 -0.234043256569355 -0.437303880548387 -0.501818882306452
1 4 5 0.281712120166667 -0.0173286734 -0.1065981232585 -0.9835676185 -0.9148965135 -0.929781038333333 0.944066808333333 -0.161355820416667 0.0314276341866667 -0.988569876 -0.9681796285 -0.9468449765 0.0757252090833333 0.00862469703983333 -0.00939083678916667 -0.978246575166667 -0.954863508333333 -0.976583405666667 -0.0228394443285 -0.07089431725 0.0821794153833333 -0.932928912 -0.960722149 -0.946781836666667 -0.105090993883333 -0.042156883215 -0.0532482405033333 -0.959090894166667 -0.979210812 -0.973237482833333 -0.944339736 -0.939113977833333 -0.944339736 -0.939113977833333 -0.972509296666667 -0.966728359666667 -0.933181935333333 -0.92343494 -0.974993651666667 -0.971360153666667 -0.980407079666667 -0.929164284833333 -0.950525131 -0.9851093445 -0.912949642666667 -0.924419054333333 -0.978027588333333 -0.954895484833333 -0.972909806166667 -0.980549668666667 -0.9583031595 -0.9789611575 -0.931344167 -0.963965889333333 -0.9492858725 -0.934429490166667 -0.959187838833333 -0.951066124333333 -0.9501558785 -0.942504550166667 -0.966048069 -0.966607036833333 -0.944718032666667 -0.923725279
2 4 5 0.280563492884615 -0.0163784426519231 -0.108292630365385 -0.987124715576923 -0.933259821923077 -0.926928580192308 0.9596223275 -0.146601128903846 0.0110246289807692 -0.992387955961539 -0.967872354230769 -0.942768101538462 0.0754895352884615 0.0100780242371154 -0.000171156444807693 -0.980503530576923 -0.963042345384615 -0.97399032 -0.0268272067326923 -0.0553859096326923 0.0720712707692308 -0.949580602692308 -0.953458222115385 -0.967187089807692 -0.100025168211538 -0.0438801872673077 -0.0529213684807692 -0.967272860384615 -0.974699616153846 -0.979704335384615 -0.951372114230769 -0.940920294423077 -0.951372114230769 -0.940920294423077 -0.974993375 -0.968617138653846 -0.941266066538462 -0.926901624038462 -0.975964237115385 -0.970695555769231 -0.983439525 -0.941357506346154 -0.947891600576923 -0.988979692115385 -0.9328443175 -0.921624557692308 -0.980177182115385 -0.963057319615385 -0.96962752 -0.982735235192308 -0.965839700769231 -0.977122394230769 -0.947176124423077 -0.957141484615385 -0.966448439615385 -0.951046641730769 -0.951887482884615 -0.970502955384615 -0.950859188461538 -0.9443605375 -0.968230046923077 -0.968215026346154 -0.944558395192308 -0.928963016153846
